id,name,prep_time,cook_time,cal,main,ing_name,ing_q
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,tsp garam masala,1
,"Fiery Tomato, Crab & Fennel Pappardelle ",,30,,,tsp fennel seeds,1
,All-In-One Beef Stifado Orzo Stew,,40,,,tsp dried oregano,1
,Cheesy Pepperoni Pasta Bake,,35,,,tsp dried oregano,1
,Chicken & Butter Bean Hotpot,,45,,,tsp dried oregano,1
,Chunky Shepherds Pie With Buttery Greens,,55,,,tsp dried oregano,1
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,tsp dried oregano,1
,Hearty Lamb RagÃ¹ Gnocchi Bake,,30,,,tsp dried oregano,1
,Kickin' Cajun Chicken & Sweetcorn Casserole,,25,,,tsp dried oregano,1
,Melty Greek Lamb Moussaka,,50,,,tsp dried oregano,1
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,tsp dried oregano,1
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,tsp dried oregano,1
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,tsp dried oregano,1
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,tsp dried oregano,1
,Peruvian-Style Prawn & Rice Chowder,,20,,,tsp dried oregano,1
,Plant-Based Aubergine Pasta Bake,,40,,,tsp dried oregano,1
,Spanish Chicken & Charred Pepper Salad,,30,,,tsp dried oregano,1
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,tsp dried oregano,1
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,tsp dried chilli flakes ,1
,"Chilli, Garlic & Jumbo Prawn Spaghetti",,10,,,tsp dried chilli flakes ,1
,Creamy Haddock Spaghetti With Chilli,,10,,,tsp dried chilli flakes ,1
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,tsp dried chilli flakes ,1
,Prawn & Courgette Noodle Soup,,10,,,tsp dried chilli flakes ,1
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,tsp dried chilli flakes ,1
,Spicy Halloumi Stew With Couscous,,10,,,tsp dried chilli flakes ,1
,Spicy Halloumi Stew With Sultana Couscous,,10,,,tsp dried chilli flakes ,1
,Chilli Chicken Cashew Noodles,,10,,,tsp dried chilli flakes,1
,Chilli Crab & Spring Green Noodles,,10,,,tsp dried chilli flakes,1
,"Fiery Tomato, Crab & Fennel Pappardelle ",,30,,,tsp dried chilli flakes,1
,Jumbo Prawn Saganaki,,10,,,tsp dried chilli flakes,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,tsp dried chilli flakes,1
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,tsp dried basil,1
,Cheesy Lentil & Tomato Stuffed Portobellos,,15,,,tsp dried basil,1
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,tsp dried basil,1
,Summery Roast Chicken Salad,,30,,,tsp dried basil,1
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,tsp cumin seeds,1
,All-In-One Beef Stifado Orzo Stew,,40,,,tomato paste sachet (32g),1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,tomato paste sachet (32g),1
,"Golden Halloumi, Tzatziki & Fruity Couscous",,10,,,tomato,1
,Lebanese-Style Halloumi Wraps With Tahini Sauce,,10,,,tomato,1
,Lemony King Prawn Salad With Avo Dressing,,15,,,tomato,1
,Mediterranean Fish Gyros,,10,,,tomato,1
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,tomato,1
,Peruvian-Style Prawn & Rice Chowder,,20,,,tomato,1
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,tomato,1
,Spanish Chicken & Charred Pepper Salad,,30,,,tomato,1
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,tomato,1
,Prawn & Courgette Noodle Soup,,10,,,Thai red curry paste sachet (40g),1
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,tbsp ras el hanout,1
,Moroccan Chicken With Lemony Couscous,,35,,,tbsp ras el hanout,1
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,tbsp ground cumin,1
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,tbsp ground cumin,1
,Korean Prawn Jjam-Pong Noodle Soup,,25,,,tbsp gochugaru,1
,Warming King Prawn Bhuna With Rice And Naan,,30,,,tbsp garam masala,1
,Greek Bean Stew With Feta & Baby Kale,,10,,,tbsp dried oregano,1
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,tbsp curry powder,1
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,tbsp curry powder,1
,Mushroom Biryani With Cucumber Raita,,10,,,tbsp curry powder,1
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,tbsp curry powder,1
,Spicy Rainbow Veg & Black Bean Curry,,15,,,tbsp curry powder,1
,Speedy Prawn & Pineapple Stir-Fry,,25,,,tbsp cornflour,1
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,tbsp cornflour,1
,Baharat Beef Stew With Fruity Couscous,,10,,,tbsp baharat,1
,Harissa Chickpea & Apricot Tagine,,10,,,tbsp baharat,1
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,tbsp baharat,1
,Spicy Halloumi Stew With Couscous,,10,,,tbsp baharat,1
,Spicy Halloumi Stew With Sultana Couscous,,10,,,tbsp baharat,1
,Baked Spring Veg Casserole With Honey Chicken,,45,,,spring onion,1
,Chilli Chicken Cashew Noodles,,10,,,spring onion,1
,Crispy Chilli Beef Udon Broth,,10,,,spring onion,1
,Easy Prawn Chow Mein,,10,,,spring onion,1
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,spring onion,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,spring onion,1
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,spring onion,1
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,spring onion,1
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,spring onion,1
,Smoked Fish & Spinach Pilau Rice,,10,,,spring onion,1
,Speedy Prawn & Pineapple Stir-Fry,,25,,,spring onion,1
,Sticky Ginger Beef Noodles,,10,,,spring onion,1
,Sweet 'N' Smoky BBQ Chicken Fajitas,,20,,,spring onion,1
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,spring onion,1
,Sweet Chilli Turkey Noodles,,10,,,spring onion,1
,Nutty Lemongrass & Haddock Stir Fry,,25,,,soy sauce sachet (30ml),1
,10-Min Creamy Chorizo Gnocchi With Spinach,,10,,,soft cheese pot (50g),1
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,soft cheese pot (50g),1
,Cheesy Lentil & Tomato Stuffed Portobellos,,15,,,shallot,1
,Easy One-Pot Haddock & Leek Risotto,,35,,,shallot,1
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,shallot,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,shallot,1
,Easy Prawn Chow Mein,,10,,,Romano pepper,1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,Romano pepper,1
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,Romano pepper,1
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,Romano pepper,1
,Smoky Chicken Goulash With Basmati Rice,,25,,,Romano pepper,1
,10-Min Creamy Chorizo Gnocchi With Spinach,,10,,,roasted garlic paste sachet (15g),1
,Greek Bean Stew With Feta & Baby Kale,,10,,,roasted garlic paste sachet (15g),1
,Harissa Chickpea & Apricot Tagine,,10,,,roasted garlic paste sachet (15g),1
,Harissa Haddock Stew With Yoghurt,,10,,,roasted garlic paste sachet (15g),1
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,roasted garlic paste sachet (15g),1
,Mushroom Biryani With Cucumber Raita,,10,,,roasted garlic paste sachet (15g),1
,All-In-One Beef Stifado Orzo Stew,,40,,,red wine vinegar sachet (15ml),1
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,red pepper,1
,Cheesy Pepperoni Pasta Bake,,35,,,red pepper,1
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,red pepper,1
,King Prawn Paella With Lemon Aioli,,35,,,red pepper,1
,Miso-Butter Chicken Noodles,,25,,,red pepper,1
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,red pepper,1
,Speedy Prawn & Pineapple Stir-Fry,,25,,,red pepper,1
,Spicy Rainbow Veg & Black Bean Curry,,15,,,red pepper,1
,Sweet 'N' Smoky BBQ Chicken Fajitas,,20,,,red pepper,1
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,red onion,1
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,red onion,1
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,red onion,1
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,red onion,1
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,red onion,1
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,red onion,1
,Cheesy Pepperoni Pasta Bake,,35,,,red onion,1
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,red onion,1
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,red onion,1
,Melty Greek Lamb Moussaka,,50,,,red onion,1
,One-Pot Minty Lamb & Potato Stew,,35,,,red onion,1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,red onion,1
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,red onion,1
,One-Pot Thai Red Chicken Noodle Soup,,35,,,red onion,1
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,red onion,1
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,red onion,1
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,red onion,1
,Plant-Based Aubergine Pasta Bake,,40,,,red onion,1
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,red onion,1
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,red onion,1
,Spanish Chicken & Charred Pepper Salad,,30,,,red onion,1
,Sweet 'N' Smoky BBQ Chicken Fajitas,,20,,,red onion,1
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,red onion,1
,Moroccan Chicken With Lemony Couscous,,35,,,red chilli ,1
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,red chilli,1
,Nutty Lemongrass & Haddock Stir Fry,,25,,,red chilli,1
,One-Pot Thai Red Chicken Noodle Soup,,35,,,red chilli,1
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,red chilli,1
,Speedy Teriyaki Salmon Noodles,,15,,,red chilli,1
,Sticky Ginger Beef Noodles,,10,,,red chilli,1
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,pot of wholegrain mustard (21g),1
,Chicken & Butter Bean Hotpot,,45,,,pot of soft cheese (50g),1
,"One-Pot Haddock, Leek & Cheddar Chowder",,25,,,pot of soft cheese (50g),1
,Seeded Goats' Cheese & Sweet Potato Salad,,30,,,pine nut & seed mix sachet (30g),1
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,pinch of saffron,1
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,pinch of saffron,1
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,pepper,1
,"Halloumi, Couscous & Orange Salad",,10,,,orange,1
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,medium sweet potato,1
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,mayonnaise sachet (50ml),1
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,little gem lettuce,1
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,lime,1
,Chilli Crab & Spring Green Noodles,,10,,,lime,1
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,lime,1
,Huevos Rancheros With Coriander Oil,,20,,,lime,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,lime,1
,Prawn & Courgette Noodle Soup,,10,,,lime,1
,Sweet Chilli Turkey Noodles,,10,,,lime,1
,Asparagus & Goats' Cheese Risotto,,35,,,lemon,1
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,lemon,1
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,lemon,1
,Baked Spring Veg Casserole With Honey Chicken,,45,,,lemon,1
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,lemon,1
,Courgette & Goats' Cheese Linguine,,20,,,lemon,1
,Creamy Leek Orzo With 'Nduja Jumbo Prawns,,25,,,lemon,1
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,lemon,1
,Easy One-Pot Haddock & Leek Risotto,,35,,,lemon,1
,Garlicky Prawns With Tomato & Green Butter Orzo,,35,,,lemon,1
,"Golden Halloumi, Tzatziki & Fruity Couscous",,10,,,lemon,1
,King Prawn Paella With Lemon Aioli,,35,,,lemon,1
,Lemony King Prawn Salad With Avo Dressing,,15,,,lemon,1
,Mediterranean Fish Gyros,,10,,,lemon,1
,Moroccan Chicken With Lemony Couscous,,35,,,lemon,1
,Scandi-Style Mackerel & Potato Salad With Spinach,,20,,,lemon,1
,Smoked Fish & Spinach Pilau Rice,,10,,,lemon,1
,Smoked Mackerel & Lemon Risotto With Pea Shoots,,35,,,lemon,1
,Smoked Mackerel & Pickled Red Cabbage Salad,,10,,,lemon,1
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,lemon,1
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,leek,1
,Creamy Leek Orzo With 'Nduja Jumbo Prawns,,25,,,leek,1
,Easy One-Pot Haddock & Leek Risotto,,35,,,leek,1
,"One-Pot Haddock, Leek & Cheddar Chowder",,25,,,leek,1
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,leek,1
,Greek Bean Stew With Feta & Baby Kale,,10,,,Knorr vegetable stock cube,1
,One-Pot Minty Lamb & Potato Stew,,35,,,Henderson's Relish sachet (15ml),1
,Harissa Haddock Stew With Yoghurt,,10,,,harissa paste sachet (40g),1
,Harissa Chickpea & Apricot Tagine,,10,,,harissa paste sachet (20g),1
,Spanish Chicken & Charred Pepper Salad,,30,,,green pepper,1
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,green chilli,1
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,green chilli,1
,Prawn & Courgette Noodle Soup,,10,,,ginger paste sachet (15g),1
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,gem lettuce,1
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,garlic clove,1
,Cheesy Lentil & Tomato Stuffed Portobellos,,15,,,garlic clove,1
,Chicken Caesar Salad & Focaccia Croutons,,10,,,garlic clove,1
,Crispy Chilli Beef Udon Broth,,10,,,garlic clove,1
,Dijon Salmon With Crushed Potatoes,,10,,,garlic clove,1
,Garlicky Prawns With Tomato & Green Butter Orzo,,35,,,garlic clove,1
,Huevos Rancheros With Coriander Oil,,20,,,garlic clove,1
,Lemony King Prawn Salad With Avo Dressing,,15,,,garlic clove,1
,Melty Greek Lamb Moussaka,,50,,,garlic clove,1
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,garlic clove,1
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,garlic clove,1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,garlic clove,1
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,garlic clove,1
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,garlic clove,1
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,garlic clove,1
,Pasta Alla Genovese,,20,,,garlic clove,1
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,garlic clove,1
,Scandi-Style Mackerel & Potato Salad With Spinach,,20,,,garlic clove,1
,Smoky Chicken & Mushroom Linguine,,20,,,garlic clove,1
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,garlic clove,1
,Spanish Chicken & Charred Pepper Salad,,30,,,garlic clove,1
,Spicy 'Nduja Spaghetti Carbonara,,10,,,garlic clove,1
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,garlic clove,1
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,garlic clove,1
,Warming King Prawn Bhuna With Rice And Naan,,30,,,garlic clove,1
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,fresh lemongrass stalk,1
,Mc & Sons' Chicken Khao Soi Curry,,35,,,fresh lemongrass stalk,1
,Nutty Lemongrass & Haddock Stir Fry,,25,,,fresh lemongrass stalk,1
,One-Pot Thai Red Chicken Noodle Soup,,35,,,fresh lemongrass stalk,1
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,dried bay leaf ,1
,All-In-One Beef Stifado Orzo Stew,,40,,,dried bay leaf,1
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,dried bay leaf,1
,Hearty Lamb RagÃ¹ Gnocchi Bake,,30,,,dried bay leaf,1
,One-Pot Minty Lamb & Potato Stew,,35,,,dried bay leaf,1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,dried bay leaf,1
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,dried bay leaf,1
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,dried bay leaf,1
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,courgette,1
,Courgette & Goats' Cheese Linguine,,20,,,courgette,1
,Jumbo Prawn Saganaki,,10,,,courgette,1
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,courgette,1
,Moroccan Chicken With Lemony Couscous,,35,,,courgette,1
,Prawn & Courgette Noodle Soup,,10,,,courgette,1
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,courgette,1
,Harissa Haddock Stew With Yoghurt,,10,,,ciabatta,1
,Lemony King Prawn Salad With Avo Dressing,,15,,,ciabatta,1
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,Chinese rice wine sachet (30ml),1
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,Chinese rice wine (30ml),1
,Creamy Tarragon & Mustard Lentil Chicken,,10,,,chicken stock mix sachet (5.5g),1
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,chicken stock mix sachet (5.5g),1
,Chicken & Butter Bean Hotpot,,45,,,chicken stock mix sachet (11g),1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,chicken stock mix sachet (11g),1
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,carrot,1
,Chestnut Mushroom Bolognese,,40,,,carrot,1
,Chicken & Butter Bean Hotpot,,45,,,carrot,1
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,carrot,1
,Chunky Shepherds Pie With Buttery Greens,,55,,,carrot,1
,Crispy Chilli Beef Udon Broth,,10,,,carrot,1
,"Halloumi, Couscous & Orange Salad",,10,,,carrot,1
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,carrot,1
,Sweet Chilli Turkey Noodles,,10,,,carrot,1
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,carrot,1
,Greek Bean Stew With Feta & Baby Kale,,10,,,can of tomato frito (200g),1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,can of finely chopped tomatoes (210g),1
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,can of cannellini beans (185g),1
,Greek Bean Stew With Feta & Baby Kale,,10,,,can of butter beans (400g),1
,All-In-One Beef Stifado Orzo Stew,,40,,,brown onion,1
,Asparagus & Goats' Cheese Risotto,,35,,,brown onion,1
,Chestnut Mushroom Bolognese,,40,,,brown onion,1
,Chunky Shepherds Pie With Buttery Greens,,55,,,brown onion,1
,Hearty Lamb RagÃ¹ Gnocchi Bake,,30,,,brown onion,1
,King Prawn Paella With Lemon Aioli,,35,,,brown onion,1
,Korean Prawn Jjam-Pong Noodle Soup,,25,,,brown onion,1
,Moroccan Chicken With Lemony Couscous,,35,,,brown onion,1
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,brown onion,1
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,brown onion,1
,Peruvian-Style Prawn & Rice Chowder,,20,,,brown onion,1
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,brown onion,1
,Smoked Mackerel & Lemon Risotto With Pea Shoots,,35,,,brown onion,1
,Smoky Chicken & Mushroom Linguine,,20,,,brown onion,1
,Smoky Chicken Goulash With Basmati Rice,,25,,,brown onion,1
,Spicy Rainbow Veg & Black Bean Curry,,15,,,brown onion,1
,Warming King Prawn Bhuna With Rice And Naan,,30,,,brown onion,1
,Nutty Lemongrass & Haddock Stir Fry,,25,,,British free-range egg,1
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,British free-range egg,1
,Spicy 'Nduja Spaghetti Carbonara,,10,,,British free-range egg,1
,All-In-One Beef Stifado Orzo Stew,,40,,,beef stock mix sachet (11g),1
,One-Pot Minty Lamb & Potato Stew,,35,,,beef stock mix sachet (11g),1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,balsamic vinegar sachet (15ml),1
,Nutty Lemongrass & Haddock Stir Fry,,25,,,bag of roasted peanuts (25g),1
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,bag of pitted black olives (30g),1
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,avocado,1
,Lemony King Prawn Salad With Avo Dressing,,15,,,avocado,1
,Melty Greek Lamb Moussaka,,50,,,aubergine ,1
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,aubergine,1
,Plant-Based Aubergine Pasta Bake,,40,,,aubergine,1
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,apple,1
,Smoked Mackerel & Pickled Red Cabbage Salad,,10,,,apple,1
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,1/2 tsp dried chilli flakes,1
,Speedy Prawn & Pineapple Stir-Fry,,25,,,1/2 tsp dried chilli flakes,1
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,cumberland sausages,4
