id,name,prep_time,cook_time,cal,main,ing_name,ing_q
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,garlic cloves,3
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,garlic cloves,3
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,cardamom pods,3
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,shichimi togarashi ,2
,Speedy Teriyaki Salmon Noodles,,15,,,shichimi togarashi,2
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,plain tofu,280
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,smooth peanut butter,26
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,walnuts,25
,Nutty Lemongrass & Haddock Stir Fry,,25,,,solid coconut cream,25
,Sweet Chilli Turkey Noodles,,10,,,roasted peanuts,25
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,pine nut & seed mix,25
,Harissa Haddock Stew With Yoghurt,,10,,,honey	,25
,Speedy Teriyaki Salmon Noodles,,15,,,honey	,25
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,honey	,25
,Baked Spring Veg Casserole With Honey Chicken,,45,,,honey,25
,Crispy Chilli Beef Udon Broth,,10,,,honey,25
,"Halloumi, Couscous & Orange Salad",,10,,,honey,25
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,honey,25
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,honey,25
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,honey,25
,Sweet 'N' Sour Chicken With Edamame Rice,,10,,,chilli jam,25
,Chilli Chicken Cashew Noodles,,10,,,cashew nuts ,25
,Pak Choi & Baby Corn Black Bean Stir-Fry,,10,,,cashew nuts,25
,Pasta Alla Genovese,,20,,,cashew nuts,25
,Plant-Based Creamy Truffle Mushroom Amorini,,10,,,single soya,250
,Sweet Chilli Turkey Noodles,,10,,,turkey mince,250
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,swede,250
,Lebanese-Style Halloumi Wraps With Tahini Sauce,,10,,,red cabbage,250
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,mushrooms,250
,Hearty Lamb RagÃ¹ Gnocchi Bake,,30,,,gnocchi,250
,Garlic Mushroom & Sage Gnocchi,,10,,,chestnut mushrooms,250
,"Chilli, Garlic & Jumbo Prawn Spaghetti",,10,,,cherry tomatoes,250
,Creamy Pesto Salmon Fusilli,,10,,,cherry tomatoes,250
,Garlicky Prawns With Tomato & Green Butter Orzo,,35,,,cherry tomatoes,250
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,cherry tomatoes,250
,Tomato & Goats' Cheese Gnocchi,,10,,,cherry tomatoes,250
,Warming King Prawn Bhuna With Rice And Naan,,30,,,cherry tomatoes,250
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,British pork mince,250
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,British pork mince,250
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,British lean beef mince (<5% fat),250
,Melty Greek Lamb Moussaka,,50,,,British lamb mince ,250
,One-Pot Spiced Lamb & Feta Orzo ,,40,,,British lamb mince ,250
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,British lamb mince,250
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,British lamb mince,250
,Chunky Shepherds Pie With Buttery Greens,,55,,,British lamb mince,250
,Hearty Lamb RagÃ¹ Gnocchi Bake,,30,,,British lamb mince,250
,One-Pot Minty Lamb & Potato Stew,,35,,,British lamb mince,250
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,British lamb mince,250
,Chicken & Butter Bean Hotpot,,45,,,British diced chicken thigh,250
,Chilli Chicken Cashew Noodles,,10,,,British diced chicken thigh,250
,Miso-Butter Chicken Noodles,,25,,,British diced chicken thigh,250
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,British diced chicken thigh,250
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,British diced chicken thigh,250
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,British diced chicken thigh,250
,One-Pot Thai Red Chicken Noodle Soup,,35,,,British diced chicken thigh,250
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,British diced chicken thigh,250
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,British diced chicken breast,250
,Creamy Tarragon & Mustard Lentil Chicken,,10,,,British diced chicken breast,250
,Sweet 'N' Sour Chicken With Edamame Rice,,10,,,British diced chicken breast,250
,Chicken Caesar Salad & Focaccia Croutons,,10,,,British chicken breast strips,250
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,British chicken breast strips,250
,All-In-One Beef Stifado Orzo Stew,,40,,,British beef strips,250
,Chinese Beef & Broccoli Stir-Fry,,10,,,British beef strips,250
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,British beef strips,250
,Baharat Beef Stew With Fruity Couscous,,10,,,British beef mince,250
,Beef Meatballs With Creamy Pappardelle,,25,,,British beef mince,250
,Crispy Chilli Beef Udon Broth,,10,,,British beef mince,250
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,British beef mince,250
,Sticky Ginger Beef Noodles,,10,,,British beef mince,250
,"Chilli, Garlic & Jumbo Prawn Spaghetti",,10,,,jumbo king prawns,248
,Creamy Leek Orzo With 'Nduja Jumbo Prawns,,25,,,jumbo king prawns,248
,Jumbo Prawn Saganaki,,10,,,jumbo king prawns,248
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,canned pineapple,220
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,canned pineapple,220
,Speedy Prawn & Pineapple Stir-Fry,,25,,,canned pineapple,220
,Creamy Tarragon & Mustard Lentil Chicken,,10,,,wholegrain mustard ,21
,Simple Smoked Fish Florentine Bake,,45,,,wholegrain mustard ,21
,Dijon Salmon With Crushed Potatoes,,10,,,wholegrain mustard,21
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,wholegrain mustard,21
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,wholegrain mustard,21
,Smoky Chicken & Mushroom Linguine,,20,,,wholegrain mustard,21
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,canned finely chopped tomatoes,210
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,canned finely chopped tomatoes,210
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,canned finely chopped tomatoes,210
,Chunky Shepherds Pie With Buttery Greens,,55,,,canned finely chopped tomatoes,210
,Melty Greek Lamb Moussaka,,50,,,canned finely chopped tomatoes,210
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,canned finely chopped tomatoes,210
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,canned finely chopped tomatoes,210
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,canned finely chopped tomatoes,210
,Plant-Based Aubergine Pasta Bake,,40,,,canned finely chopped tomatoes,210
,Spicy Halloumi Stew With Couscous,,10,,,canned finely chopped tomatoes,210
,Spicy Halloumi Stew With Sultana Couscous,,10,,,canned finely chopped tomatoes,210
,Spicy Rainbow Veg & Black Bean Curry,,15,,,canned finely chopped tomatoes,210
,Asparagus & Goats' Cheese Risotto,,35,,,rocket,20
,Baked Creamy Chorizo & Leek Pasta With Rocket,,30,,,rocket,20
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,rocket,20
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,rocket,20
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,rocket,20
,Garlic Mushroom & Sage Gnocchi,,10,,,pine nuts,20
,Pasta Alla Genovese,,20,,,pine nuts,20
,Plant-Based Creamy Truffle Mushroom Amorini,,10,,,pine nuts,20
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,mint sauce,20
,One-Pot Minty Lamb & Potato Stew,,35,,,mint sauce,20
,Mushroom Biryani With Cucumber Raita,,10,,,mango chutney,20
,Chinese Beef & Broccoli Stir-Fry,,10,,,hoisin sauce,20
,Baharat Beef Stew With Fruity Couscous,,10,,,harissa paste ,20
,Speedy Harissa & Tomato Haddock With Couscous,,15,,,harissa paste ,20
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,harissa paste,20
,"Halloumi, Couscous & Orange Salad",,10,,,harissa paste,20
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,green tomato chutney,20
,Huevos Rancheros With Coriander Oil,,20,,,coriander,20
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,coriander,20
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,chipotle paste ,20
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,chipotle paste,20
,Huevos Rancheros With Coriander Oil,,20,,,chipotle paste,20
,Garlicky Prawns With Tomato & Green Butter Orzo,,35,,,basil,20
,Pasta Alla Genovese,,20,,,basil,20
,Plant-Based Aubergine Pasta Bake,,40,,,basil,20
,Crispy Chilli Beef Udon Broth,,10,,,udon noodle,200
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,tortiglioni pasta,200
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,tortiglioni pasta,200
,Crispy Chilli Beef Udon Broth,,10,,,pak choi,200
,Korean Prawn Jjam-Pong Noodle Soup,,25,,,pak choi,200
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,pak choi,200
,Pak Choi & Baby Corn Black Bean Stir-Fry,,10,,,pak choi,200
,"Golden Halloumi, Tzatziki & Fruity Couscous",,10,,,halloumi,200
,"Halloumi, Couscous & Orange Salad",,10,,,halloumi,200
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,halloumi,200
,Lebanese-Style Halloumi Wraps With Tahini Sauce,,10,,,halloumi,200
,Spicy Halloumi Stew With Couscous,,10,,,halloumi,200
,Spicy Halloumi Stew With Sultana Couscous,,10,,,halloumi,200
,Warm Halloumi Salad With Green Tomato Dressing ,,15,,,halloumi,200
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,haddock bites,200
,Creamy Haddock Florentine Spaghetti,,10,,,haddock bites,200
,Creamy Haddock Spaghetti With Chilli,,10,,,haddock bites,200
,Easy One-Pot Haddock & Leek Risotto,,35,,,haddock bites,200
,Harissa Haddock Stew With Yoghurt,,10,,,haddock bites,200
,Nutty Lemongrass & Haddock Stir Fry,,25,,,haddock bites,200
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,haddock bites,200
,"One-Pot Haddock, Leek & Cheddar Chowder",,25,,,haddock bites,200
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,haddock bites,200
,Speedy Harissa & Tomato Haddock With Couscous,,15,,,haddock bites,200
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,fusilloni pasta,200
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,farfalle pasta bows,200
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,farfalle,200
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,conchiglie,200
,"Chorizo, Caper & Spinach Spaghetti",,10,,,canned tomato frito,200
,Creamy Haddock Spaghetti With Chilli,,10,,,canned tomato frito,200
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,canned tomato frito,200
,Harissa Chickpea & Apricot Tagine,,10,,,canned tomato frito,200
,Hearty Lamb RagÃ¹ Gnocchi Bake,,30,,,canned tomato frito,200
,Huevos Rancheros With Coriander Oil,,20,,,canned tomato frito,200
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,canned tomato frito,200
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,cracked black pepper,2
,Mc & Sons' Chicken Khao Soi Curry,,35,,,x 125g British chicken breast fillets,2
,Smoky Chicken Goulash With Basmati Rice,,25,,,x 125g British chicken breast fillets,2
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,x 113.5g venison & pork burgers,2
,Creamy Pesto Salmon Fusilli,,10,,,x 110g skin-on salmon fillets,2
,Dijon Salmon With Crushed Potatoes,,10,,,x 110g skin on salmon fillets,2
,Simple Smoked Fish Florentine Bake,,45,,,x 100g smoked basa fillets,2
,Smoked Fish & Corn Chowder,,10,,,x 100g smoked basa fillets,2
,Smoked Fish & Spinach Pilau Rice,,10,,,x 100g smoked basa fillets,2
,Mediterranean Fish Gyros,,10,,,x 100g basa fillets,2
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,x 100g basa fillets,2
,Miso-Butter Chicken Noodles,,25,,,wholewheat noodle nests,2
,Pak Choi & Baby Corn Black Bean Stir-Fry,,10,,,wholewheat noodle nests,2
,Speedy Teriyaki Salmon Noodles,,15,,,wholewheat noodle nests,2
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,white potatoes,2
,Chicken & Butter Bean Hotpot,,45,,,white potatoes,2
,One-Pot Minty Lamb & Potato Stew,,35,,,white potatoes,2
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,tsp smoked paprika,2
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,tsp smoked paprika,2
,King Prawn Paella With Lemon Aioli,,35,,,tsp smoked paprika,2
,Mediterranean Fish Gyros,,10,,,tsp smoked paprika,2
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,tsp smoked paprika,2
,Oven-Baked Lean Beef Mince & Black Bean Chilli,,35,,,tsp smoked paprika,2
,Oven-Baked Mexican Beef & Black Bean Chilli,,35,,,tsp smoked paprika,2
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,tsp smoked paprika,2
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,tsp smoked paprika,2
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,tsp smoked paprika,2
,Spanish Chicken & Charred Pepper Salad,,30,,,tsp smoked paprika,2
,Smoky Chicken Goulash With Basmati Rice,,25,,,tsp ground paprika,2
,Spicy Rainbow Veg & Black Bean Curry,,15,,,tsp ground paprika,2
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,tsp ground coriander,2
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,tomatoes,2
,Baked Butternut Squash Biryani With Coconut Yoghurt,,25,,,tomatoes,2
,Jumbo Prawn Saganaki,,10,,,tomatoes,2
,One-Pot Turkish-Style Lamb Bulgur Pilaf,,45,,,tomatoes,2
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,tbsp white miso paste,2
,Miso-Butter Chicken Noodles,,25,,,tbsp white miso paste,2
,Peruvian-Style Prawn & Rice Chowder,,20,,,sweetcorn cobettes,2
,Harissa Chickpea & Apricot Tagine,,10,,,spring onions,2
,Scandi-Style Mackerel & Potato Salad With Spinach,,20,,,spring onions,2
,Smoked Fish & Corn Chowder,,10,,,spring onions,2
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,spring onions,2
,Beef Meatballs With Creamy Pappardelle,,25,,,shallots,2
,Chicken Caesar Salad & Focaccia Croutons,,10,,,rosemary & sea salt focaccia,2
,Seeded Goats' Cheese & Sweet Potato Salad,,30,,,red onions,2
,Smoked Fish & Corn Chowder,,10,,,pots of soft cheese (100g),2
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,plain naans,2
,Chicken Tikka Naan With Indian Salad And Minty Yoghurt,,10,,,plain naans,2
,Lebanese-Style Halloumi Wraps With Tahini Sauce,,10,,,plain naans,2
,Mediterranean Fish Gyros,,10,,,plain naans,2
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,plain naans,2
,Warming King Prawn Bhuna With Rice And Naan,,30,,,mini garlic & coriander naans,2
,Seeded Goats' Cheese & Sweet Potato Salad,,30,,,medium sweet potatoes,2
,Chilli Chicken Cashew Noodles,,10,,,medium egg noodle nests,2
,Easy Prawn Chow Mein,,10,,,medium egg noodle nests,2
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,medium egg noodle nests,2
,Korean Prawn Jjam-Pong Noodle Soup,,25,,,medium egg noodle nests,2
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,medium egg noodle nests,2
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,medium egg noodle nests,2
,One-Pot Thai Red Chicken Noodle Soup,,35,,,medium egg noodle nests,2
,Speedy Prawn & Pineapple Stir-Fry,,25,,,medium egg noodle nests,2
,Sweet Chilli Turkey Noodles,,10,,,medium egg noodle nests,2
,Chicken Caesar Salad & Focaccia Croutons,,10,,,little gem lettuce,2
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,limes,2
,All-In-One Beef Stifado Orzo Stew,,40,,,garlic cloves,2
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,garlic cloves,2
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,garlic cloves,2
,Asparagus & Goats' Cheese Risotto,,35,,,garlic cloves,2
,Baked Ratatouille Fusilloni With Goats' Cheese,,35,,,garlic cloves,2
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,garlic cloves,2
,Baked Spicy Minced Lamb Stew With Yoghurt & Dill,,45,,,garlic cloves,2
,Baked Spring Veg Casserole With Honey Chicken,,45,,,garlic cloves,2
,Beef Meatballs With Creamy Pappardelle,,25,,,garlic cloves,2
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,garlic cloves,2
,Courgette & Goats' Cheese Linguine,,20,,,garlic cloves,2
,Creamy Leek Orzo With 'Nduja Jumbo Prawns,,25,,,garlic cloves,2
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,garlic cloves,2
,"Fiery Tomato, Crab & Fennel Pappardelle ",,30,,,garlic cloves,2
,Grilled Peanut Butter Chicken & Vibrant Noodles,,15,,,garlic cloves,2
,Halloumi-Topped Tomatoey Smoked Beans  ,,15,,,garlic cloves,2
,Kickin' Cajun Chicken & Sweetcorn Casserole,,25,,,garlic cloves,2
,King Prawn Paella With Lemon Aioli,,35,,,garlic cloves,2
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,garlic cloves,2
,Moroccan Chicken With Lemony Couscous,,35,,,garlic cloves,2
,Nutty Lemongrass & Haddock Stir Fry,,25,,,garlic cloves,2
,One-Pot Baked Beef Stroganoff Tortiglioni,,30,,,garlic cloves,2
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,garlic cloves,2
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,garlic cloves,2
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,garlic cloves,2
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,garlic cloves,2
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,garlic cloves,2
,One-Pot Thai Red Chicken Noodle Soup,,35,,,garlic cloves,2
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,garlic cloves,2
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,garlic cloves,2
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,garlic cloves,2
,Peruvian-Style Prawn & Rice Chowder,,20,,,garlic cloves,2
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,garlic cloves,2
,Plant-Based Aubergine Pasta Bake,,40,,,garlic cloves,2
,"Smoky Pork, Pineapple & Red Onion Tacos",,25,,,garlic cloves,2
,Speedy Prawn & Pineapple Stir-Fry,,25,,,garlic cloves,2
,Spicy Rainbow Veg & Black Bean Curry,,15,,,garlic cloves,2
,Tangy Tomato & Goats' Cheese Linguine,,20,,,garlic cloves,2
,Chilli Crab & Spring Green Noodles,,10,,,fine egg noodle nests,2
,Honey & Garlic Pork Noodles With Smashed Cucumber,,10,,,fine egg noodle nests,2
,Mc & Sons' Chicken Khao Soi Curry,,35,,,fine egg noodle nests,2
,Prawn & Courgette Noodle Soup,,10,,,fine egg noodle nests,2
,Sticky Ginger Beef Noodles,,10,,,fine egg noodle nests,2
,All-In-One Fragrant Coconutty Haddock Curry,,30,,,dried lime leaves,2
,Melty Greek Lamb Moussaka,,50,,,dried bay leaves,2
,Smoked Fish & Corn Chowder,,10,,,dried bay leaves,2
,Jumbo Prawn Saganaki,,10,,,ciabattas,2
,Oven-Baked Normandy Chicken & Apple Casserole,,35,,,ciabattas,2
,Smoked Fish & Corn Chowder,,10,,,ciabattas,2
,Warm Goats' Cheese & Sun-Dried Tomato Salad,,30,,,ciabattas,2
,Summery Roast Chicken Salad,,30,,,ciabatta rolls,2
,Greek Bean Stew With Feta & Baby Kale,,10,,,ciabatta rolls,2
,One-Pot Pulled Chicken Cacciatore With Ciabatta,,45,,,ciabatta rolls,2
,Plant-Based Aubergine Pasta Bake,,40,,,cheese flavour slices,2
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,carrots,2
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,cardamom pods,2
,Burns Night Venison Burger With Neep & Tattie Fries,,40,,,butter brioche buns,2
,Huevos Rancheros With Coriander Oil,,20,,,British free-range eggs,2
,Sticky Teriyaki Mushroom Donburi Bowl,,30,,,British free-range eggs,2
,Smoky Chicken & Mushroom Linguine,,20,,,British chicken breasts,2
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,British chicken breasts,2
,Spanish Chicken & Charred Pepper Salad,,30,,,British chicken breasts,2
,Summery Roast Chicken Salad,,30,,,British chicken breasts,2
,Sweet 'N' Smoky BBQ Chicken Fajitas,,20,,,British chicken breasts,2
,"Fiery Tomato, Crab & Fennel Pappardelle ",,30,,,pappardelle,190
,Smoky Chicken & Mushroom Linguine,,20,,,linguine ,190
,Beef Meatballs With Creamy Pappardelle,,25,,,linguine,190
,Chestnut Mushroom Bolognese,,40,,,linguine,190
,Courgette & Goats' Cheese Linguine,,20,,,linguine,190
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,linguine,190
,Tangy Tomato & Goats' Cheese Linguine,,20,,,linguine,190
,"Creamy Sausage, Kale & Lemon Tortiglioni",,20,,,Dijon mustard,18
,Creamy Tarragon & Mustard Lentil Chicken,,10,,,canned green lentils,185
,One-Pot Black Pepper Chicken Dal & Naan,,30,,,canned green lentils,185
,One-Pot Smoky Spanish Fish Stew & Giant Couscous,,30,,,canned chickpeas,185
,Chicken & Butter Bean Hotpot,,45,,,canned butter beans,185
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,canned butter beans,185
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,canned black beans ,185
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,raw peeled king prawns,171
,Easy Prawn Chow Mein,,10,,,raw peeled king prawns,171
,Garlicky Prawns With Tomato & Green Butter Orzo,,35,,,raw peeled king prawns,171
,King Prawn Paella With Lemon Aioli,,35,,,raw peeled king prawns,171
,Korean Prawn Jjam-Pong Noodle Soup,,25,,,raw peeled king prawns,171
,Lemony King Prawn Salad With Avo Dressing,,15,,,raw peeled king prawns,171
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,raw peeled king prawns,171
,Peruvian-Style Prawn & Rice Chowder,,20,,,raw peeled king prawns,171
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,raw peeled king prawns,171
,Prawn & Courgette Noodle Soup,,10,,,raw peeled king prawns,171
,Speedy Prawn & Pineapple Stir-Fry,,25,,,raw peeled king prawns,171
,Warming King Prawn Bhuna With Rice And Naan,,30,,,raw peeled king prawns,171
,Tomato & Goats' Cheese Gnocchi,,10,,,tomato paste ,16
,All-In-One Lamb RagÃ¹ Pasta With Chilli & Mint,,50,,,tomato paste,16
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,tomato paste,16
,Chorizo & Tenderstem Fusilli,,10,,,tomato paste,16
,King Prawn Paella With Lemon Aioli,,35,,,tomato paste,16
,Mushroom Biryani With Cucumber Raita,,10,,,tomato paste,16
,One-Pot Creamy Sun-Dried Tomato & Chicken Stew,,35,,,tomato paste,16
,Oven-Baked Spicy Prawn Arrabbiata Farfalle,,35,,,tomato paste,16
,Peruvian-Style Haddock & Sweet Potato Stew,,30,,,tomato paste,16
,"Pink Pesto, Prawn & Pepper Linguine",,20,,,tomato paste,16
,"Smoky Spanish Chicken, Patatas Bravas & Aioli",,30,,,tomato paste,16
,Warming King Prawn Bhuna With Rice And Naan,,30,,,tomato paste,16
,Chicken & Butter Bean Hotpot,,45,,,trimmed fine green beans,160
,Moroccan Chicken With Lemony Couscous,,35,,,trimmed fine green beans,160
,Pasta Alla Genovese,,20,,,trimmed fine green beans,160
,Summery Roast Chicken Salad,,30,,,trimmed fine green beans,160
,Chilli Chicken Cashew Noodles,,10,,,Tenderstem broccoli,160
,Dijon Salmon With Crushed Potatoes,,10,,,Tenderstem broccoli,160
,"Oven-Baked Feta, Tomato & Tenderstem Farfalle",,30,,,Tenderstem broccoli,160
,Spicy 'Nduja Spaghetti Carbonara,,10,,,Tenderstem broccoli,160
,Spicy Rainbow Veg & Black Bean Curry,,15,,,sugar snap peas,160
,"Chilli, Garlic & Jumbo Prawn Spaghetti",,10,,,quick cook spaghetti,160
,"Chorizo, Caper & Spinach Spaghetti",,10,,,quick cook spaghetti,160
,Creamy Haddock Florentine Spaghetti,,10,,,quick cook spaghetti,160
,Creamy Haddock Spaghetti With Chilli,,10,,,quick cook spaghetti,160
,Spicy 'Nduja Spaghetti Carbonara,,10,,,quick cook spaghetti,160
,Sticky Ginger Beef Noodles,,10,,,mangetout,160
,3-Mushroom Stroganoff & Herby Walnut Rice,,30,,,chestnut mushrooms,160
,Chestnut Mushroom Bolognese,,40,,,chestnut mushrooms,160
,Creamy Garlic Mushroom Gnocchi,,10,,,chestnut mushrooms,160
,Lighter 'Creamy' Mushroom & Bacon Linguine,,20,,,chestnut mushrooms,160
,Mushroom Biryani With Cucumber Raita,,10,,,chestnut mushrooms,160
,"One-Pot Chicken, Mushroom & Sweetcorn Noodles",,35,,,chestnut mushrooms,160
,"One-Pot Spicy Chicken, Mushroom & Sweetcorn Noodles",,35,,,chestnut mushrooms,160
,Smoky Chicken Goulash With Basmati Rice,,25,,,chestnut mushrooms,160
,One-Pot Minty Lamb & Potato Stew,,35,,,Chantenay carrots,160
,Black Bean & Butternut Chilli With Feta And Avocado,,30,,,butternut squash cubes,160
,Oven-Baked Autumn Ratatouille With Saffron Rice ,,50,,,butternut squash cubes,160
,Scott & Wilson's Squash & Garlic Mushroom Gnocchi,,40,,,butternut squash cubes,160
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,blanched peas,160
,Baked Spring Veg Casserole With Honey Chicken,,45,,,blanched peas,160
,Hawaiian-Style Huli Huli Grilled Chicken Poke,,40,,,blanched peas,160
,"One-Pot Creamy Haddock, Pea & Potato Casserole",,40,,,blanched peas,160
,Salt & Pepper Chicken With Egg Fried Rice,,30,,,blanched peas,160
,Sweet Chilli Chicken With Veg Packed Rice,,25,,,blanched peas,160
,Miso Tofu With Stir-Fried Ginger Greens,,15,,,blanched edamame beans,160
,Asparagus & Goats' Cheese Risotto,,35,,,arborio rice,160
,"Baked Saffron, Prawn & Pea Risotto With Lemon",,35,,,arborio rice,160
,Easy One-Pot Haddock & Leek Risotto,,35,,,arborio rice,160
,Oven-Baked Cheesy Portobello Mushroom Risotto,,35,,,arborio rice,160
,Smoked Mackerel & Lemon Risotto With Pea Shoots,,35,,,arborio rice,160
,Chicken Caesar Salad & Focaccia Croutons,,10,,,white wine vinegar ,15
,Garlic Mushroom & Sage Gnocchi,,10,,,white wine vinegar ,15
,Oven-Baked Three Bean Chilli With Jacket Potatoes,,50,,,white wine vinegar ,15
,Seeded Goats' Cheese & Sweet Potato Salad,,30,,,white wine vinegar ,15
